국가코드,특허/실용 구분,발명의 명칭,요약,대표청구항,청구항 수,출원번호,출원일,공개번호/공표/재공표 ,공개일,등록번호,등록일,출원인
JP,P,강관 팽창형 록 볼트의 관 단부 포장 방법,요약　　　（수정유） 과제 금속 도금을 실시한 이형관관 단부에 슬리브를 압입하고 관단과 슬리브를 용접 접합해 강관 팽창형 록 볼트의 관 단부 밀봉을 할 때 밀봉을 안정적으로 확실하게 수행할 수 있는 관단 밀봉 방법을 제공한다. 해결 수단 금속 도금된 강관으로 구성되는 이형관 1과 이형관 1의 양단 외면에 밀착해 씌울 수 있었던 슬리브 2로 구성되는 강관 팽창형 록 볼트의 단부를 밀봉할 때 이형관 1의 단부의 금속 도금을 제거한 후에 이형관 단부와 슬리브 2를 서로 용접 접합하는 것을 특징으로 하는 강관 팽창형 록 볼트의 관 단부 밀봉 방법. 선택도 도 1 ,청구항금속 도금된 강관으로 구성되는 이형관과 상기 이형관의 양단 외면에 밀착해 씌울 수 있었던 슬리브로 구성되는 강관 팽창형 록 볼트의 단부를 밀봉할 때 상기 이형관의 단부의 금속 도금을 제거한 후에 상기 이형관의 관 단부와 상기 슬리브를 서로 용접 접합하는 것을 특징으로 하는 강관 팽창형 록 볼트의 관 단부 밀봉 방법.,2,2005-000452,2005-01-05,2006-188848,2006-07-20,0,0,NISSHIN STEEL CO LTD | NISSHIN KOKAN KK
JP,P,록 볼트 및 이것을 이용한 지보공법,요약　　　（수정유） 과제자연지반 암반 등의 지중의 보강 부재로서 이용되는 록 볼트에 관한 것으로 신속하고 용이하게 록 볼트를 자연지반에 정착시킬 수 있어 작업성 시공성이 우수한 록 볼트 및 이것을 이용한 지보공법을 제공한다. 해결 수단지름 방향으로 축경되고 양단부가 폐색된 통상체로 구성되며 이 통상체 후단부에 이 통상체를 지름 방향으로 팽창시키는 고압 매체의 주입 구멍이 설치된 축경통부 4와 이 축경통부의 선단부에 피착되는 슬리브부 12 및 이 슬리브부의 선부에 형성되어 표면에 나사 홈이 설치된 수나사부 14로 구성되는 접합부 6과 상기 축경통부 후단부에 피착되고 표면에 나사 홈이 설치된 수나사부 16 및 이 수나사부 후측에 일체적으로 형성되어 상기 주입 구멍과 연통하는 주입구 18이 설치된 주입통부 20으로 구성되는 조작부 8을 가진다. 선택도도 1 ,청구항지름 방향으로 축경되고 양단부가 폐색된 통상체로 구성되며 이 통상체 후단부에 이 통상체를 지름 방향으로 팽창시키는 고압 매체의 주입 구멍이 설치된 축경통부와 이 축경통부의 선단부에 피착되는 슬리브부 및 이 슬리브부의 선부에 형성되어 표면에 나사 홈이 설치된 수나사부로 구성되는 접합부와 상기 축경통부 후단부에 피착되고 표면에 나사 홈이 설치된 수나사부 및 이 수나사부 후측에 일체적으로 형성되어 상기 주입 구멍과 연통하는 주입구가 설치된 주입통부로 구성되는 조작부를 가지는 것을 특징으로 하는 록 볼트.,7,2005-035723,2005-02-14,2006-219933,2006-08-24,4288331,2009-04-10,NISSHIN KOKAN KK | NAKANIHON HIGHWAY ENGINEERING NAGOYA KK
JP,P,록 볼트 축력 측정 방법 및 록 볼트,요약 과제 관리가 간이하고 확실하게 축 력을 측정할 수 있는 록 볼트축력 측정 방법 및 록 볼트를 제공하는 것. 해결 수단 중공의 팽창형 록 볼트에 작용하는 축 력을 측정한다. 록 볼트는 관체 20을 따라 고착 또는 배설된 측정봉 50을 가진다. 록 볼트의 시공 시에 미리 측정봉 50의 노출부인 입사부 11에서 초음파를 송신함과 동시에 목표점으로부터의 반사파를 수신해 목표점으로부터의 반사파의 수신 시간차를 구하는 초음파 측정을 실시한다. 후로 고쳐 초음파 측정을 실시해 수신 시간차의 변화에 의해 축 력을 산정한다. 선택도 도 1 ,청구항중공의 팽창형 록 볼트(10)에 작용하는 축 력을 측정하는 록 볼트축력 측정 방법으로서 상기 록 볼트는 관체(20)를 따라 고착 또는 배설된 측정봉(50)을 가지며 상기 록 볼트의 시공 시에 미리 상기 측정봉(50)의 노출부인 입사부(11)에서 초음파를 송신함과 동시에 목표점(52N1~N4)로부터의 반사파를 수신해 목표점(52N1~N4)로부터의 반사파의 수신 시간차를 구하는 초음파 측정을 실시해 후로 고쳐 상기 초음파 측정을 실시해 수신 시간차의 변화에 의해 상기 축력을 산정하는 것을 특징으로 하는 록 볼트축력 측정 방법.,10,2005-111322,2005-04-07,2006-292482,2006-10-26,0,0,NON-DESTRUCTIVE INSPECTION CO LTD | NAKANIHON HIGHWAY ENGINEERING NAGOYA KK | NISSHIN STEEL CO LTD | NISSHIN KOKAN KK | OYO CORP
JP,P,록 볼트 축력 측정 방법 및 록 볼트,요약 과제 관리가 간이하고 확실하게 축 력을 측정할 수 있는 록 볼트축력 측정 방법 및 록 볼트를 제공하는 것. 해결 수단 중실의 팽창형 록 볼트에 작용하는 축 력을 측정한다. 록 볼트는 록 볼트 본체 20을 따라 고착된 측정봉 50을 가진다. 록 볼트의 시공 시에 미리 측정봉 50의 노출부인 입사부 11에서 초음파를 송신함과 동시에 목표점으로부터의 반사파를 수신해 목표점으로부터의 반사파의 수신 시간차를 구하는 초음파 측정을 실시한다. 후로 고쳐 초음파 측정을 실시해 수신 시간차의 변화에 의해 축 력을 산정한다. 선택도 도 1 ,청구항중실의 록 볼트(10)에 작용하는 축 력을 측정하는 록 볼트축력 측정 방법으로서 상기 록 볼트는 록 볼트 본체(20)를 따라 고착된 측정봉(50)을 가지며 상기 록 볼트의 시공 시에 미리 상기 측정봉(50)의 노출부인 입사부(11)에서 초음파를 송신함과 동시에 목표점(52N1~N4)로부터의 반사파를 수신해 목표점(52N1~N4)로부터의 반사파의 수신 시간차를 구하는 초음파 측정을 실시해 후로 고쳐 상기 초음파 측정을 실시해 수신 시간차의 변화에 의해 상기 축력을 산정하는 것을 특징으로 하는 록 볼트축력 측정 방법.,10,2005-111328,2005-04-07,2006-292483,2006-10-26,0,0,NON-DESTRUCTIVE INSPECTION CO LTD | NAKANIHON HIGHWAY ENGINEERING NAGOYA KK | NISSHIN STEEL CO LTD | NISSHIN KOKAN KK
JP,P,초음파식축 힘계측록 볼트 및 록 볼트축 힘계측방법,요약 과제 간이하고 정확하게 축 력을 계측할 수 있는 초음파식축 힘계측록 볼트 및 록 볼트축 힘계측방법을 제공하는 것. 해결 수단 강관 팽창형 초음파식축 힘계측록 볼트로서 팽창 가능한 강관 20과 초음파 반사용 목표점 N1-5를 가지는 축 힘계측용 계측봉 50을 구비한다. 목표점으로서 계측봉에 노치를 형성하고 당해 계측봉의 당해 노치의 정도를 당해 계측봉의 종단면 52 측만큼 크게 한다. 계측봉을 2개 이상구비해 각 계측봉에 노치군을 각각 형성하고 어느 계측봉과 다른 계측봉과의 노치군 G1G2의 계측봉길이 방향에 대한 위치를 다르게 하면 좋다. 노치의 정도로서는 계측봉의 길이 방향에 대한 직교 단면에서의 전단면적에 대한 상기 노치의 세로벽부의 면적의 비율인 절결면적율을 이용할 수 있다. 선택도 도 7 ,청구항강관 팽창형 초음파식축 힘계측록 볼트로서 팽창 가능한 강관과 초음파 반사용 목표점을 가지는 축 힘계측용 2개 이상의 계측봉을 구비하고 상기 계측봉에 노치군을 각각 형성하고 어느 계측봉과 다른 계측봉과의 노치군의 계측봉길이 방향에 대한 위치를 다르게 해 있는 록 볼트.,7,2006-140000,2006-05-19,2007-308991,2007-11-29,4834458,2011-09-30,NON-DESTRUCTIVE INSPECTION CO LTD | NAKANIHON HIGHWAY ENGINEERING NAGOYA KK | NISSHIN STEEL CO LTD | NISSHIN KOKAN KK | OYO CORP
JP,P,터널의 시공 방법 및 이것이 실시되는 터널,요약 과제 간이한 구조로 저가이고 터널의 모니터를 실질적으로 수행할 수 있는 터널의 시공 방법 및 이것이 실시되는 터널을 제공하는 것. 해결 수단 터널내벽에 강관 팽창형 초음파식축 힘계측록 볼트 10을 타설해 터널내벽의 변위에 의해 록 볼트에 발생하는 축 력을 모니터하면서 터널을 굴착한다. 상기 록 볼트가 팽창 가능한 강관 20과 복수의 목표점 55를 가지는 축 힘계측용 계측봉 50을 구비한다. 록 볼트를 지보공의 일부로서 터널내벽에 타설함과 동시에 팽창시켜 자연지반과 밀착시킨다. 그리고 이 록 볼트에 발생하는 축 력 분포를 지보공의 설계에 반영시킨다. 타설 팽창 후 록 볼트에 발생하는 축 력의 모니터를 시작해 계측봉의 노출부인 입사부 11에서 초음파를 입사시킴과 동시에 목표점 55에서 반사파의 수신 시간차를 구함으로써 축 력 분포를 산정한다. 선택도 도 1 ,청구항터널내벽에 강관 팽창형 초음파식축 힘계측록 볼트를 타설해 터널내벽의 변위에 의해 상기 록 볼트에 발생하는 축 력을 모니터하면서 터널을 굴착하는 터널의 시공 방법으로서 상기 록 볼트가 팽창 가능한 강관과 복수의 목표점을 가지는 축 힘계측용 계측봉을 구비하고 상기 록 볼트를 지보공의 일부로서 터널내벽에 타설함과 동시에 팽창시켜 자연지반과 밀착시키고 이 록 볼트에 발생하는 축 력 분포를 상기 지보공의 설계에 반영시키는 것을 특징으로 하는 터널의 시공 방법.,5,2006-139964,2006-05-19,2007-308990,2007-11-29,0,0,OYO CORP | NON-DESTRUCTIVE INSPECTION CO LTD | NAKANIHON HIGHWAY ENGINEERING NAGOYA KK | NISSHIN STEEL CO LTD | NISSHIN KOKAN KK
JP,P,침하 기초 수복용 팽창형 강관의 제조 방법,요약 과제침하 기초의 회복량을 크게 하는 것이 가능한 침하 기초 수복용 팽창형 강관을 저비용으로 제조한다. 해결 수단중공 내부에 외주면의 일부를 끼워넣은 단면 오목형 형상의 소정 길이의 이형관을 소관으로 하고 그 양단에 고수압의 부가에 의해 변형하지 않는 강도를 가지는 원통형 슬리브가 장착된 수밀 구조를 가지는 관체의 한쪽의 슬리브에 설치한 고압수 주입 구멍에서 고압수를 주입해 상기 오목형 단면부를 팽창시킨 후에 팽창시킨 관의 양단의 슬리브 부근을 제외하는 부분을 대향하는 평탄면 혹은 곡면을 가지는 프레스형에 삽입해 압압 성형해 상기 관체 길이 방향의 어느 단면에서도 그 둘레 길이가 거의 동일하고 또한 상기 관체의 슬리브에 인접하는 부위를 제외한 부분의 단면 형상이 편평화된 단면으로 구성되는 관체를 얻는다. 선택도도 1 ,청구항중공 내부에 외주면의 일부를 끼워넣은 단면 오목형 형상의 소정 길이의 이형관을 소관으로 하고 그 양단에 고수압의 부가에 의해 변형하지 않는 강도를 가지는 원통형 슬리브가 장착된 수밀 구조를 가지는 관체의 한쪽의 슬리브에 설치한 고압수 주입 구멍에서 고압수를 주입해 상기 오목형 단면부를 팽창시킨 후에 팽창시킨 관의 양단의 슬리브 및 그 부근을 제외하는 관체 부분을 대향하는 평탄면 혹은 곡면을 가지는 프레스형에 삽입해 압압 성형해 상기 관체 길이 방향의 어느 단면에서도 그 둘레 길이가 거의 동일하고 또한 상기 관체의 슬리브에 인접하는 부위를 제외한 부분의 단면 형상이 편평화된 단면으로 구성되는 관체를 얻는 것을 특징으로 하는 침하 기초 수복용 팽창형 강관의 제조 방법.,2,2006-225134,2006-08-22,2008-049348,2008-03-06,4831615,2011-09-30,NISSHIN STEEL CO LTD | NISSHIN KOKAN KK
JP,P,침하 기초 수복용 팽창형 강관,요약 과제침하 기초의 회복량을 크게 하는 것이 가능한 침하 기초 수복용 팽창형 강관을 제공한다. 해결 수단양단에 고수압의 부가에 의해 변형하지 않는 강도를 가지는 원통형 슬리브가 장착된 수밀 구조를 가지는 이형 관체로 구성되며 당해 관체 길이 방향의 어느 단면에서도 그 둘레 길이가 동일하고 또한 당해 관체는 슬리브에 인접하는 부위에서는 오목형 단면에서 슬리브에 인접하는 부위를 제외한 부분에서는 편평화된 단면에서 구성되어 있음과 동시에 상기 슬리브의 한쪽에 주입 구멍이 설치된 구조를 가지며 상기 주입 구멍으로부터의 고압수의 주입에 의한 상기 편평화 단면부의 원형 단면으로의 팽창 변형 시의 관 단면 높이의 증대를 침하 기초의 수복에 이용한다. 선택도도 1 ,청구항양단에 고수압의 부가에 의해 변형하지 않는 강도를 가지는 원통형 슬리브가 장착된 수밀 구조를 가지는 이형 관체로 구성되며 당해 관체 길이 방향의 어느 단면에서도 그 둘레 길이가 거의 동일하고 또한 당해 관체는 슬리브에 인접하는 부위에서는 오목형 단면에서 슬리브에 인접하는 부위를 제외한 부분에서는 편평화된 단면에서 구성되어 있음과 동시에 상기 슬리브의 한쪽에 주입 구멍이 설치된 구조를 가지며 상기 주입 구멍으로부터의 고압수의 주입에 의한 상기 편평화 단면부의 원형 단면으로의 팽창 변형 시의 관 단면 높이의 증대를 이용하는 것을 특징으로 하는 침하 기초 수복용 팽창형 강관.,1,2006-225137,2006-08-22,2008-050763,2008-03-06,4716955,2011-04-08,NISSHIN STEEL CO LTD | NISSHIN KOKAN KK | SUMITOMO FORESTRY CO LTD | SUMITOMO FORESTRY ARCHI TECHNO CO LTD
JP,P,건물의 침하 수정 공법,요약 과제많은 수고를 필요로 하지 않고 간이한 작업에 의해 건물의 침하한 부분의 기초를 안정된 상태에서 효과적으로 리프트 업하고 건물의 침하 수정을 용이하게 수행할 수 있는 건물의 침하 수정 공법을 제공한다. 해결 수단침하한 부분의 건물 10의 외주 부분의 기초 11의 하면과 기초 지반 12의 표층 부분 12 a 사이에 틈새 13 a를 형성하고 이 틈새 13 a에 팽창 강관 18을 삽입 배치해 물을 압송해 팽창시킴으로써 외주 부분의 기초 11을 리프트 업하는 제1 공정과 제1 공정에 의해 형성된 건물 10의 내측부분의 기초 11의 하면과 기초 지반 12의 표층 부분 12 a 사이의 틈새 13 b를 통해 팽창 봉투 20을 건물 10의 내측부분에 삽입 배치해 물을 압송해 팽창시킴으로써 내측부분의 기초 11을 리프트 업하는 제2 공정으로 구성된다. 선택도도 3 ,청구항침하한 부분의 건물의 기초의 하면과 기초 지반의 표층 부분 사이에 틈새를 형성하고 상기 틈새에 편평한 단면 형상에서 내부로 유체 압력이 부하되어 팽창 변형하는 가압 팽창체를 삽입 배치해 상기 가압 팽창체에 유체를 압송해 팽창 변형시킴으로써 상기 침하한 부분의 건물의 기초를 리프트업하는 공정을 함 봐  상기 가압 팽창체가 편평하게 프레스된 단면 형상에서 내부로 유체 압력이 부하되어 팽창 변형하는 팽창 강관이다 건물의 침하 수정 공법.,7,2007-152029,2007-06-07,2008-303623,2008-12-18,4884308,2011-12-16,SUMITOMO FORESTRY CO LTD | SUMITOMO FORESTRY ARCHI TECHNO CO LTD | NISSHIN STEEL CO LTD | NISSHIN KOKAN KK
JP,P,침하 기초 수복 장치,요약 과제팽창형 강관의 형상을 고안해 아울러 보조재를 이용함으로써 침하 기초의 회복량을 크게 하는 것이 가능한 침하 기초 수복 장치를 제공한다. 해결 수단양단에 고수압의 부가에 의해 파손하지 않는 강도를 가지는 원통형 슬리브가 장착된 수밀 구조를 가지는 이형 관체로 구성되며 당해 관체는 슬리브에 인접하는 부위를 제외한 부분에서는 한쪽의 면이 대략 평탄으로 대향하는 다른 쪽의 면이 폭방향 중앙부에 구덩이를 가지는 편평화 단면에서 구성되어 있음과 동시에 상기 슬리브의 한쪽에 주입 구멍이 설치된 구조를 가지는 팽창형 강관과 당해 팽창형 강관의 상기 구덩이 위에 재치된 스페이서봉으로 구성되어 상기 주입 구멍으로부터의 고압수의 주입에 의한 상기 팽창형 강관의 편평화부의 원형 단면으로의 팽창 변형 시의 관 단면 높이의 증대를 이용한다. 선택도도 4 ,청구항양단에 고수압의 부가에 의해 파손하지 않는 강도를 가지는 원통형 슬리브가 장착된 수밀 구조를 가지는 이형 관체로 구성되며 당해 관체 길이 방향의 어느 단면에서도 그 둘레 길이가 거의 동일하고 슬리브에 인접하는 부위를 제외한 부분에서는 한쪽의 면이 대략 평탄으로 대향하는 다른 쪽의 면이 폭방향 중앙부에 구덩이를 가지는 편평화 단면에서 구성되어 있음과 동시에 상기 슬리브의 한쪽에 주입 구멍이 설치된 구조를 가지는 팽창형 강관과 당해 팽창형 강관의 상기 구덩이 위에 재치된 스페이서봉으로 구성되어 상기 주입 구멍으로부터의 고압수의 주입에 의한 상기 팽창형 강관의 편평화부의 원형 단면으로의 팽창 변형 시의 관 단면 높이의 증대를 이용하는 것을 특징으로 하는 침하 기초 수복 장치.,8,2007-288405,2007-11-06,2009-114724,2009-05-28,4986052,2012-05-11,NISSHIN STEEL CO LTD | NISSHIN KOKAN KK | SUMITOMO FORESTRY CO LTD | SUMITOMO FORESTRY ARCHI TECHNO CO LTD
JP,P,연약 지반의 건물의 기초 구조,요약 과제연약 지반의 층의 두께가 크고 침하량이 큰 경우에도 허용 한도를 넘고 건물이 기울어지지 않도록 기초 지반의 부동 침하를 억제할 수 있음과 동시에 건물이 기울어진 경우에도 이 기울기를 용이하게 수정할 수 있는 건물의 기초 구조를 제공한다. 해결 수단베타 기초 14에 의한 건물측 기반층 15와 표층 개량 공법에 의한 지반 측 기반층 16과 이들 사이에 끼우는  편평한 단면 형상에서 내부로 유체 압력이 부하되어 팽창 변형하는 복수의 팽창 강관 17으로 구성되어 또한 표층 개량 공법에 의한 지반 측 기반층 16은 이것의 전체에 분산 배치함하방의 지반에 설치된 복수의 마찰말뚝 18의 상단부와 접합해서 형성되어 있다. 기초 지반 13의 부동 침하에 의해 지반 측 기반층 16에 발생하는 기울기를 마찰말뚝 18으로 억제함과 동시에 주택 건축물 12에 발생하는 기울기를 건물측 기반층 15와 지반 측 기반층 16 사이에 끼운 1 또는 복수의 팽창 강관 17을 선택해 팽창시킴으로써 수정한다. 선택도도 1 ,청구항연약 지반의 상방에 건축된다 주택 건축물 에 기초 지반의 부동 침하에 의한 기울기가 발생하는 것을 억제함과 동시에 주택 건축물 의 기울기를 수정할 수 있도록 한 연약 지반의 건물의 기초 구조로서 철근 콘크리트제의 베타 기초에 의한 건물측 기반층과 표층 개량 공법에 의해 형성된 지반 측 기반층과 상기 건물측 기반층과 상기 지반 측 기반층 사이에 끼워 임의의 위치에 설치되는 편평한 단면 형상에서 내부로 유체 압력이 부하되어 팽창 변형하는 복수의 가압 팽창체를 포함하고 또한 상기 표층 개량에 의한 지반 측 기반층은 상기 지반 측 기반층의 전체에 분산 배치되어 상기 지반 측 기반층의 하방의 지반에 설치된 복수의 기둥형 개량 공법에 의한다 마찰말뚝의 상단부와 접합해 형성되어 있고 상기 마찰말뚝은 당해 마찰말뚝을 상기 지반 측 기반층의 바닥부의 설계 높이보다 끝 높이가 높아지도록 지중에 선행해 형성해 두어 표층 개량 공법에 의해 상기 지반 측 기반층을 형성할 때 표층 부분의 지반을 기둥형 개량 공법에 의한 상기 마찰말뚝의 말뚝머리부와 함께 파내고 이들과 혼합하면서 상기 지반 측 기반층을 형성함으로써 상기 지반 측 기반층과 일체가 되어 거동하도록 상단부가 상기 지반 측 기반층에 접합되어 있고 상기 기초 지반의 부동 침하에 의해 상기 지반 측 기반층에 발생하는 기울기를 상기 마찰말뚝에서 억제함과 동시에 상기 주택 건축물 에 발생하는 기울기를 상기 건물측 기반층과 상기 지반 측 기반층 사이에 끼운 1 또는 복수의 가압 팽창체를 선택해 팽창시킴으로써 수정하는 연약 지반의 건물의 기초 구조.,3,2009-084804,2009-03-31,2010-236249,2010-10-21,5378860,2013-10-04,SUMITOMO FORESTRY CO LTD | NISSHIN STEEL CO LTD | NISSHIN KOKAN KK
JP,P,락 볼트,요약 과제확장형 록 볼트에 있어서 타설면에 대해서 각도를 붙여 타설하는 경우에도 충분한 압박효과를 발휘할 수 있는 록 볼트를 제공한다. 해결 수단 본 발명에 따른 록 볼트는 내부 공간을 가짐과 동시에 단면 형상에 있어서 적어도 한 개소에 오목부를 구비하고 상기 내부 공간에 가압 유체를 주입함으로써 상기 오목부가 소성변형해 팽창하는 이형강관으로 구성되며 일단부가 폐쇄되어 있는 볼트 본체와 상기 볼트 본체의 타단부에 고정되어 그 볼트 본체의 내부 공간과 연통하는 상기 가압 유체의 주입 구멍을 가지는 고정 슬리브와 상기 볼트 본체의 타설면에 맞닿는 맞댐부 및 상기 볼트 본체가 삽통되는 관통공을 가지며 상기 관통공이 상기 타설면에서 축방향으로 이간하고 있는 와셔와 상기 고정 슬리브에 고정되어 상기 와셔의 관통공에 대해서 경사진 상태에서 상기 타설면과는 반대 측의 면에서 접촉 가능한 접촉면을 가지는 좌석받이부를 구비하고 있다. 선택도도 1 ,청구항내부 공간을 가짐과 동시에 단면 형상에 있어서 적어도 한 개소에 오목부를 구비하고 상기 내부 공간에 가압 유체를 주입함으로써 상기 오목부가 소성변형해 팽창하는 이형강관으로 구성되며 일단부가 폐쇄되어 있는 볼트 본체와 상기 볼트 본체의 타단부에 고정되어 그 볼트 본체의 내부 공간과 연통하는 상기 가압 유체의 주입 구멍을 가지는 고정 슬리브와 상기 볼트 본체의 타설면에 맞닿는 맞댐부 및 상기 볼트 본체가 삽통되는 관통공을 가지며 상기 관통공이 타설면에서 축방향으로 이간하고 있는 와셔와 상기 고정 슬리브에 고정되어 상기 와셔의 관통공에 대해서 상기 타설면과는 반대 측의 면에서 경사 가능하게 접촉하는 접촉면을 가지는 좌석받이부를 구비하고 있는 록 볼트.,4,2012-236791,2012-10-26,2014-084691,2014-05-12,0,0,NISSHIN KOKAN KK | KFC LTD
US,P,Rock bolting apparatus,A rock bolting apparatus comprises a rock drill a bolt setting apparatus and a magazine for rock bolts. Plates for the bolts are stapled in a magazine separated from the bolts. The plate magazine is located at the front end of the bolt magazine. The plates are used to centralize the bolts relative to the borehole.,1. Rock bolting apparatus comprising: a rock drill (25) and a bolt setting machine (31) both of which are mounted to be laterally power displaceable to an from their position for operation and are axially power feedable;a magazine (37) for rock bolts the rock bolts (46) being power displaceable to an operating position in alignment with a borehole made by the rock drill;a magazine (38) for plates in which the plates (55) are stored separated from the rock bolts (46) said plates having a rock bolt receiving opening therein and said plate magazine (38) being located at the front end of the bolt magazine (37); anda centralizer for centralizing a rock bolt (46) during insertion of a rock bolt in the borehole the centralizer comprising a holder (59) for a plate (55) that is to be used with the rock bolt and means (606263) for locating said holder (59) relative to the borehole such that the opening of said plate is aligned with said borehole so that the plate with its bolt receiving opening will centralize the rock bolt.,12,05/938357,1978-08-31,0,0,4226559,1980-10-07,Atlas Copco Aktiebolag
US,P,Method of rock bolting and tube-formed expansion bolt,A tube-formed rockbolt is partly circular in its cross-section and opposite its circular portion (12) it has a deep depression (16-18). Its ends are sealed and its outer end has a hole (44 45) or a fitting (24) through which the bolt can be supplied with high pressure water that expands the tube to anchor it in the borehole.,1. A method of reinforcing rock comprising: providing a bolt that comprises an expansible elongated tube which has a deep continuous longitudinal depression which extends inwardly of the bolt toward the axis of the bolt and which extends longitudinally of the tube over substantially the complete length of the tube the tube having a closed cross-sectional portion in the area of the deep longitudinal depression and the tube being closed at one end thereof which is the bottom end thereof;drilling a hole in the rock of a diameter large enough to permit the unexpanded bolt to be freely inserted in the borehole;inserting the bolt in the borehole with said closed bottom end first;coupling the other end of said tube to an external source of hydraulic high pressure fluid;plastically deforming said tube by temporarily applying said high pressure fluid to the interior of said tube to expand said tube against the borehole over substantially the entire length of the bolt by expanding said depression outwardly substantially without stretching the material of the tube so as to cause permanent gripping action of the tube against the inner surface of the borehole; andthen relieving said tube of pressure and leaving the bolt anchored in the borehole.,3,06/127776,1980-03-06,0,0,4459067,1984-07-10,Atlas Copco Aktiebolag
